name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Louisville,2023-05-18,25,10.2,18.4,25,10.2,18.4,7.1,49,0,0,0,,0,0,20.5,13.7,26.5,1016.3,9.1,16,253.3,22,8,10,2023-05-18T06:29:50,2023-05-18T20:49:46,0.96,Clear,Clear conditions throughout the day.,clear-day,"KFTK,KLOU,AU953,KSDF,72423093821,72424013807,72423513810"
Louisville,2023-05-19,24.3,18,21.2,24.3,18,21.2,15.2,68.8,0,0,0,,0,0,37.1,19.6,188.6,1016.9,81.1,16,179.3,15.5,7,10,2023-05-19T06:29:04,2023-05-19T20:50:37,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KFTK,KLOU,AU953,KSDF,72423093821,72424013807,72423513810"
Louisville,2023-05-20,22.3,15.1,18.8,22.3,15.1,18.8,12.6,70,20.645,100,37.5,rain,0,0,35.3,23.6,356.7,1017.3,56.7,11.9,269.6,23.3,8,10,2023-05-20T06:28:19,2023-05-20T20:51:27,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"KFTK,D1289,KLOU,AU953,KSDF,72423093821,72424013807,72423513810"
Louisville,2023-05-21,24.4,10.4,17.8,24.4,10.4,17.8,8.6,58.6,0,0,0,,0,0,35,19.6,60.9,1020.6,7,15.6,271.9,23.3,8,10,2023-05-21T06:27:36,2023-05-21T20:52:17,0.06,Clear,Clear conditions throughout the day.,clear-day,"KFTK,D1289,KLOU,AU953,KSDF,72423093821,72424013807,72423513810"
Louisville,2023-05-22,25.9,11.7,19.8,25.9,11.7,19.8,8.8,52.9,0,0,0,,0,0,37.1,24,74.6,1019.1,44.5,16,252.6,21.8,8,10,2023-05-22T06:26:55,2023-05-22T20:53:07,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KFTK,KLOU,AU953,KSDF,72423093821,72424013807,72423513810"
Louisville,2023-05-23,28.4,14,21.6,27.9,14,21.5,11.4,54.6,0,0,0,,0,0,14.8,12,5.7,1018.4,32.6,16,257.1,22.2,8,10,2023-05-23T06:26:15,2023-05-23T20:53:55,0.13,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KFTK,KLOU,AU953,KSDF,72423093821,72424013807,72423513810"
Louisville,2023-05-24,28.9,14.9,23,27.9,14.9,22.8,12,52.2,0,0,0,,0,0,29.5,15.7,32.4,1017.2,24.2,16,250.9,21.7,8,10,2023-05-24T06:25:37,2023-05-24T20:54:43,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KFTK,KLOU,AU953,KSDF,72423093821,72424013807,72423513810"
Louisville,2023-05-25,23.4,14.8,19.5,23.4,14.8,19.5,7.3,46.9,0,0,0,,0,0,38.9,20.4,34.9,1018.7,18.7,16,265.1,22.9,8,10,2023-05-25T06:25:01,2023-05-25T20:55:31,0.19,Clear,Clear conditions throughout the day.,clear-day,"KFTK,KLOU,AU953,KSDF,72423093821,72424013807,72423513810"
Louisville,2023-05-26,25,11.2,18.3,25,11.2,18.3,6.4,46.8,0,0,0,,0,0,38,20.4,37.3,1021.1,22.7,16,260.3,22.6,8,10,2023-05-26T06:24:27,2023-05-26T20:56:17,0.23,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KFTK,KLOU,AU953,KSDF,72423093821,72424013807,72423513810"
Louisville,2023-05-27,23.8,11.8,18.8,23.8,11.8,18.8,6.5,46.2,0,0,0,,0,0,37.9,20.4,60.7,1021.4,34,16,200.7,17.3,6,10,2023-05-27T06:23:54,2023-05-27T20:57:03,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KFTK,KLOU,AU953,KSDF,72423093821,72424013807,72423513810"
Louisville,2023-05-28,20,14.4,17.1,20,14.4,17.1,9.3,60.5,0.023,100,8.33,rain,0,0,18.4,13.9,112.7,1018.8,83.5,16,146.7,12.6,7,10,2023-05-28T06:23:23,2023-05-28T20:57:48,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"KFTK,KLOU,AU953,KSDF,72423093821,72424013807,72423513810"
Louisville,2023-05-29,29.1,13.7,21.7,28.1,13.7,21.6,11.5,55.1,0,0,0,,0,0,31.7,14.5,6.7,1014.4,67.3,16,260.3,22.3,8,10,2023-05-29T06:22:54,2023-05-29T20:58:32,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KFTK,KLOU,AU953,KSDF,72423093821,72424013807,72423513810"
Louisville,2023-05-30,28.8,18.6,24.3,29.1,18.6,24.4,16.3,62.2,0.126,100,4.17,rain,0,0,18.4,15.7,111.9,1014.2,54.6,16,204.1,17.6,8,30,2023-05-30T06:22:27,2023-05-30T20:59:15,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KFTK,KLOU,AU953,KSDF,72423093821,72424013807,72423513810"
Louisville,2023-05-31,30.6,18.4,24.6,30.8,18.4,24.8,16.8,63.8,0,0,0,,0,0,14.8,13,121.8,1015.7,32.8,16,192.1,16.5,7,30,2023-05-31T06:22:01,2023-05-31T20:59:57,0.39,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KFTK,KLOU,AU953,KSDF,72423093821,72424013807,72423513810"
Louisville,2023-06-01,30.9,18.2,25.3,31,18.2,25.4,15.8,57.8,0,0,0,,0,0,16.6,17.5,77.6,1016.1,32.3,16,219.3,18.7,8,30,2023-06-01T06:21:37,2023-06-01T21:00:38,0.42,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KFTK,KLOU,AU953,KSDF,72423093821,72424013807,72423513810"
Louisville,2023-06-02,31.7,18.5,25.8,30.2,18.5,25.2,13.4,51.2,0,0,0,,0,0,30.6,21.3,33.5,1014.5,5.5,16,262.4,22.6,8,10,2023-06-02T06:21:15,2023-06-02T21:01:18,0.45,Clear,Clear conditions throughout the day.,clear-day,"KFTK,KLOU,AU953,KSDF,72423093821,72424013807,72423513810"
Louisville,2023-06-03,33.1,17.8,26,31.7,17.8,25.6,14.1,52,0,0,0,,0,0,25.9,14.8,13.3,1012.1,30.5,15.9,254.6,22.2,8,10,2023-06-03T06:20:55,2023-06-03T21:01:56,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KFTK,KLOU,AU953,KSDF,72423093821,72424013807,72423513810"
Louisville,2023-06-04,31.2,19.8,25.7,31.1,19.8,25.6,14.6,51.4,0,0,0,,0,0,40.7,18.5,31.9,1012.2,28.9,15.6,246.7,21.3,8,30,2023-06-04T06:20:37,2023-06-04T21:02:34,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KFTK,KLOU,AU953,KSDF,72423093821,72424013807,72423513810"
Louisville,2023-06-05,30,17,23.1,29.9,17,23.1,13.9,57.7,0,0,0,,0,0,35.3,21.1,4.1,1013.5,21.2,15.7,237.3,20.7,8,10,2023-06-05T06:20:20,2023-06-05T21:03:11,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KFTK,KLOU,AU953,KSDF,72423093821,72424013807,72423513810"
Louisville,2023-06-06,29.4,14.5,22.7,28.4,14.5,22.4,11.9,54.3,0,0,0,,0,0,27.7,20.4,299.3,1012.8,36.9,13.7,227.9,19.7,8,10,2023-06-06T06:20:06,2023-06-06T21:03:46,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KFTK,KLOU,AU953,KSDF,72423093821,72424013807,72423513810"
Louisville,2023-06-07,24.4,17.8,20.5,24.4,17.8,20.5,15.5,74.5,27.496,100,37.5,rain,0,0,16.6,11.4,346.4,1008.8,88.9,12.1,125.9,11,8,10,2023-06-07T06:19:53,2023-06-07T21:04:20,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"KFTK,KLOU,AU953,KSDF,72423093821,72424013807,72423513810"
Louisville,2023-06-08,25.6,13.2,19.5,25.6,13.2,19.5,8.9,56.4,0.071,100,4.17,rain,0,0,16.6,13.9,26,1009.6,17.4,13.2,246.2,21.2,8,10,2023-06-08T06:19:42,2023-06-08T21:04:53,0.66,Rain,Clear conditions throughout the day with morning rain.,rain,"KFTK,KLOU,AU953,KSDF,72423093821,72424013807,72423513810"
Louisville,2023-06-09,26.9,12.3,20.1,26.4,12.3,20,8.4,51.5,0,0,0,,0,0,31.7,16.3,303.9,1011.6,7.5,15.1,270,23.3,8,10,2023-06-09T06:19:33,2023-06-09T21:05:25,0.7,Clear,Clear conditions throughout the day.,clear-day,"KFTK,KLOU,AU953,KSDF,72423093821,72424013807,72423513810"
Louisville,2023-06-10,27.5,12.6,21.4,26.9,12.6,21.2,9.9,51.6,0,0,0,,0,0,14.8,13.6,158.8,1010.8,26.2,15.9,243,20.9,8,10,2023-06-10T06:19:25,2023-06-10T21:05:55,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KFTK,KLOU,AU953,KSDF,72423093821,72424013807,72423513810"
Louisville,2023-06-11,28.1,18.4,22.6,28.8,18.4,22.7,16.3,68.5,8.083,100,33.33,rain,0,0,59.6,25.4,180.7,1004.5,81.5,15.5,160.9,13.8,7,30,2023-06-11T06:19:20,2023-06-11T21:06:24,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KFTK,KLOU,AU953,KSDF,72423093821,72424013807,72423513810"
Louisville,2023-06-12,21.7,14.8,17.5,21.7,14.8,17.5,11.9,70.8,0,0,0,,0,0,43.6,26.2,299.1,1009.4,79.1,15.8,156.1,13.5,7,10,2023-06-12T06:19:16,2023-06-12T21:06:51,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KFTK,D1289,KLOU,AU953,KSDF,72423093821,72424013807,72423513810"
Louisville,2023-06-13,26.2,12,19.6,26.2,12,19.6,9.2,54.2,0,0,0,,0,0,55.7,36.3,230.8,1009.1,20.5,16,261.9,22.8,8,10,2023-06-13T06:19:14,2023-06-13T21:07:17,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KFTK,KLOU,AU953,KSDF,72423093821,72424013807,72423513810"
Louisville,2023-06-14,28.4,18.1,23.1,28,18.1,23.1,12.1,50.4,0,0,0,,0,0,38.9,21.3,260.7,1004.7,48,16,218.5,18.9,8,10,2023-06-14T06:19:14,2023-06-14T21:07:42,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KFTK,KLOU,AU953,KSDF,72423093821,72424013807,72423513810"
Louisville,2023-06-15,29.4,18.4,24.1,29.4,18.4,24.1,15,58.8,0,0,0,,0,0,14.8,13.6,258.8,1006.6,31.5,13.2,235.5,20.4,7,10,2023-06-15T06:19:15,2023-06-15T21:08:05,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KFTK,KLOU,AU953,KSDF,72423093821,72424013807,72423513810"
Louisville,2023-06-16,25.6,17.8,22.1,25.6,17.8,22.1,13.2,57.9,0,0,0,,0,0,33.5,18,345.7,1009.7,9.1,15,265.7,22.8,8,10,2023-06-16T06:19:19,2023-06-16T21:08:26,0.95,Clear,Clear conditions throughout the day.,clear-day,"KFTK,KLOU,AU953,KSDF,72423093821,72424013807,72423513810"
Louisville,2023-06-17,27.8,15.1,21.7,27.3,15.1,21.6,12.9,60.4,0,0,0,,0,0,13,11,3.9,1013.6,11.4,13.7,267.8,23.1,8,10,2023-06-17T06:19:24,2023-06-17T21:08:46,0.98,Clear,Clear conditions throughout the day.,clear-day,"KFTK,D1289,KLOU,AU953,KSDF,72423093821,72424013807,72423513810"
Louisville,2023-06-18,28.4,15.2,22.8,27.9,15.2,22.8,12.9,55.8,0,0,0,,0,0,42.5,17.5,129.1,1010.7,35.8,13.9,229.3,19.7,7,10,2023-06-18T06:19:31,2023-06-18T21:09:04,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KFTK,D1289,KLOU,AU953,KSDF,72423093821,72424013807,72423513810"
Louisville,2023-06-19,25,20.3,21.9,25,20.3,21.9,19.3,85.8,21.022,100,75,rain,0,0,33.5,16.4,53,1007.4,90.9,12.8,60.3,5.2,3,10,2023-06-19T06:19:39,2023-06-19T21:09:21,0.05,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KFTK,KLOU,AU953,KSDF,72423093821,72424013807,72423513810"
Louisville,2023-06-20,28.9,21.2,23.9,30.2,21.2,24.3,19.3,76.4,0.535,100,20.83,rain,0,0,44.2,31.1,37.5,1010.8,89.7,14.5,189.9,16.4,8,30,2023-06-20T06:19:49,2023-06-20T21:09:35,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KFTK,D1289,KLOU,AU953,KSDF,72423093821,72424013807,72423513810"
Louisville,2023-06-21,26.6,20,22.4,26.6,20,22.4,17.6,74.7,5.716,100,41.67,rain,0,0,41.6,25,59.5,1014.4,73.6,14.9,107.5,9.2,6,10,2023-06-21T06:20:01,2023-06-21T21:09:49,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KFTK,KLOU,AU953,KSDF,72423093821,72424013807,72423513810"
Louisville,2023-06-22,21.9,17.3,20,21.9,17.3,20,14.1,69,0,0,0,,0,0,29.5,17.4,54.2,1014,75.2,16,126,11.1,4,10,2023-06-22T06:20:15,2023-06-22T21:10:00,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KFTK,KLOU,AU953,KSDF,72423093821,72424013807,72423513810"
Louisville,2023-06-23,24.9,19.2,21.6,24.9,19.2,21.6,16.2,71.7,0,0,0,,0,0,14.8,11.2,328.8,1013.4,96.9,16,122.8,10.5,7,10,2023-06-23T06:20:30,2023-06-23T21:10:10,0.18,Overcast,Cloudy skies throughout the day.,cloudy,"KFTK,KLOU,AU953,KSDF,72423093821,72424013807,72423513810"
Louisville,2023-06-24,31.2,20.3,25.6,31.1,20.3,25.7,16.9,61.5,0,0,0,,0,0,20.5,15,271.4,1013.2,47.2,16,237.5,20.6,8,10,2023-06-24T06:20:47,2023-06-24T21:10:18,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KFTK,KLOU,AU953,KSDF,72423093821,72424013807,72423513810"
Louisville,2023-06-25,31.4,20.3,23.7,36.4,20.3,24.5,19.1,76,42.677,100,37.5,rain,0,0,71.1,39.1,170.1,1009.4,50.5,14,203.8,17.7,8,100,2023-06-25T06:21:05,2023-06-25T21:10:24,0.24,"Rain, Partially cloudy",Clearing in the afternoon with rain.,rain,"KFTK,D1289,KLOU,AU953,E0797,KSDF,72423093821,72424013807,72423513810"
Louisville,2023-06-26,28.6,19.5,23.8,29.3,19.5,24.1,17.9,71.5,0.374,100,12.5,rain,0,0,47.6,25.5,252.4,1006.2,49.2,15.2,251.1,21.6,8,30,2023-06-26T06:21:25,2023-06-26T21:10:29,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KFTK,D1289,KLOU,AU953,KSDF,72423093821,72424013807,72423513810"
Louisville,2023-06-27,28.1,19.1,23.8,28.8,19.1,24,16.7,65.5,0,0,0,,0,0,40.6,24.9,294.1,1010.1,32,13.7,258.3,22.4,8,10,2023-06-27T06:21:46,2023-06-27T21:10:31,0.31,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KFTK,D1289,KLOU,AU953,KSDF,72423093821,72424013807,72423513810"
Louisville,2023-06-28,28.8,17.6,23.7,29.6,17.6,23.9,17,67.8,0,0,0,,0,0,13,12.1,110.3,1014.7,57.3,5.4,210.7,18.2,8,10,2023-06-28T06:22:09,2023-06-28T21:10:32,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KFTK,KLOU,AU953,KSDF,72423093821,72424013807,72423513810"
Louisville,2023-06-29,26.9,20.6,22.1,28.4,20.6,22.2,18.8,81.6,5.304,100,33.33,rain,0,0,68.4,32.5,164.9,1015,45.6,9.3,62.6,5.2,5,30,2023-06-29T06:22:33,2023-06-29T21:10:31,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KFTK,D1289,KLOU,AU953,KSDF,72423093821,72424013807,72423513810"
Louisville,2023-06-30,29.7,20.6,25,33.8,20.6,26.5,20.8,78,0.136,100,4.17,rain,0,0,27.7,16.6,143.2,1014.5,85.1,15.2,205.4,17.7,7,100,2023-06-30T06:22:59,2023-06-30T21:10:28,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"KFTK,D1289,KLOU,AU953,KSDF,72423093821,72424013807,72423513810"
Louisville,2023-07-01,29.7,21.4,25.5,33.9,21.4,26.6,21.1,77.2,11.449,100,29.17,rain,0,0,42.5,24.1,165.2,1013.2,56.7,15.3,159.3,13.6,8,75,2023-07-01T06:23:26,2023-07-01T21:10:23,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"KFTK,KLOU,AU953,KSDF,72423093821,72424013807,72423513810"
Louisville,2023-07-02,28.9,21.4,23.8,32.5,21.4,24.4,19.9,79,22.261,100,70.83,rain,0,0,75,23.9,190,1010.1,70,15.1,138.6,12,8,75,2023-07-02T06:23:54,2023-07-02T21:10:17,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KFTK,KLOU,AU953,KSDF,72423093821,72424013807,72423513810"
Louisville,2023-07-03,30,21.2,25.4,31.3,21.2,25.9,19.3,71,0.296,100,4.17,rain,0,0,35.4,20.7,267.8,1012.2,66.9,15.8,253.4,21.7,8,30,2023-07-03T06:24:24,2023-07-03T21:10:08,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"KFTK,D1289,KLOU,AU953,KSDF,72423093821,72424013807,72423513810"
Louisville,2023-07-04,30.6,22.3,26.6,32.5,22.3,27.8,20,68.1,0.136,100,4.17,rain,0,0,13,12.1,242.5,1015.9,54.5,14.9,225,19.4,7,30,2023-07-04T06:24:55,2023-07-04T21:09:58,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"KFTK,KLOU,AU953,KSDF,72423093821,72424013807,72423513810"
Louisville,2023-07-05,31.8,21.8,27.2,34.2,21.8,28.6,20.7,69,0.321,100,12.5,rain,0,0,38.5,24.4,178.9,1015.5,31.1,11.9,256,22.2,8,30,2023-07-05T06:25:27,2023-07-05T21:09:46,0.58,"Rain, Partially cloudy",Becoming cloudy in the afternoon with afternoon rain.,rain,"KFTK,KLOU,AU953,KSDF,72423093821,72424013807,72423513810"
Louisville,2023-07-06,30.9,24.1,27.5,33,24.1,28.5,21,68.4,3.25,100,12.5,rain,0,0,33.6,21.3,265.7,1013,65.3,16,220.7,19.1,8,30,2023-07-06T06:26:01,2023-07-06T21:09:32,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"KFTK,KLOU,AU953,KSDF,72423093821,72424013807,72423513810"
Louisville,2023-07-07,31.5,22.5,26.8,30.7,22.5,26.7,17,57.6,0,0,0,,0,0,16.6,11.3,344.7,1013.4,35.5,16,266.8,23,8,10,2023-07-07T06:26:35,2023-07-07T21:09:16,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KFTK,KLOU,AU953,KSDF,72423093821,72424013807,72423513810"
Louisville,2023-07-08,28.3,21.3,24.5,30.4,21.3,24.8,19.2,72.9,28.09,100,25,rain,0,0,53.6,30.3,189.9,1010.7,62.8,15.2,139.5,12.1,8,30,2023-07-08T06:27:11,2023-07-08T21:08:58,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KFTK,KLOU,AU953,KSDF,72423093821,72424013807,72423513810"
Louisville,2023-07-09,25.9,21.2,23.2,25.9,21.2,23.2,17.6,72.5,2.211,100,8.33,rain,0,0,22.3,16,326,1011.7,76.8,16,168.5,14.4,8,10,2023-07-09T06:27:48,2023-07-09T21:08:39,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"KFTK,KLOU,AU953,KSDF,72423093821,72424013807,72423513810"
Louisville,2023-07-10,29.7,16.8,23.6,29.1,16.8,23.5,14.7,61.2,0,0,0,,0,0,13,9.3,333.2,1014.3,26.7,15.6,255.1,22,8,10,2023-07-10T06:28:26,2023-07-10T21:08:17,0.75,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KFTK,KLOU,AU953,KSDF,72423093821,72424013807,72423513810"
Louisville,2023-07-11,30,18.6,24.9,29.8,18.6,24.9,15.7,59.1,0.006,100,4.17,rain,0,0,33.5,14.8,225.9,1015.2,21.1,16,245,21.1,8,10,2023-07-11T06:29:04,2023-07-11T21:07:54,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"KFTK,KLOU,AU953,KSDF,72423093821,72424013807,72423513810"
Louisville,2023-07-12,31.2,19.9,26.1,31.3,19.9,26.3,17,59.3,0,0,0,,0,0,35.3,23.1,180.8,1013.8,19.2,16,262,22.7,8,10,2023-07-12T06:29:44,2023-07-12T21:07:29,0.82,Clear,Clear conditions throughout the day.,clear-day,"KFTK,KLOU,AU953,KSDF,72423093821,72424013807,72423513810"
Louisville,2023-07-13,32.3,24.7,28.1,35.2,24.7,29.5,21,66.5,1.332,100,8.33,rain,0,0,31.7,18.6,232.8,1010.2,51.2,16,238.5,20.4,8,30,2023-07-13T06:30:25,2023-07-13T21:07:02,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KFTK,KLOU,AU953,KSDF,72423093821,72424013807,72423513810"
Louisville,2023-07-14,33.6,23.4,28.3,35.2,23.4,29.2,20,63.4,0,0,0,,0,0,27.7,12.2,293.5,1011.6,30.7,16,261.1,22.6,8,30,2023-07-14T06:31:06,2023-07-14T21:06:33,0.89,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KFTK,KLOU,AU953,KSDF,72423093821,72424013807,72423513810"
Louisville,2023-07-15,29.4,23.1,26.5,32.2,23.1,27.3,21.3,73.7,4.916,100,20.83,rain,0,0,47.9,21.5,232.7,1010.1,67.4,15.4,121.2,10.4,5,30,2023-07-15T06:31:49,2023-07-15T21:06:02,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"KFTK,KLOU,AU953,KSDF,72423093821,72424013807,72423513810"
Louisville,2023-07-16,29.4,22,25.7,30.2,22,26,19,68.3,0,0,0,,0,0,27.7,17.8,263.1,1013.3,13.9,12,221.5,19.2,7,10,2023-07-16T06:32:32,2023-07-16T21:05:30,0.96,Clear,Clear conditions throughout the day.,clear-day,"KFTK,KLOU,AU953,KSDF,72423093821,72424013807,72423513810"
Louisville,2023-07-17,29.7,22.3,26.1,30.8,22.3,26.5,19.3,67,0.297,100,4.17,rain,0,0,37.1,20.9,230.7,1014.5,62.6,12.4,219.3,19,8,60,2023-07-17T06:33:16,2023-07-17T21:04:55,0,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"KFTK,KLOU,AU953,KSDF,72423093821,72424013807,72423513810"
Louisville,2023-07-18,31.1,19.8,24.2,34.7,19.8,25.2,19.9,77.7,20.611,100,37.5,rain,0,0,58.8,34.3,192.8,1014.6,70.5,15.1,171.7,14.7,8,60,2023-07-18T06:34:01,2023-07-18T21:04:19,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KFTK,KLOU,AU953,KSDF,72423093821,72424013807,72423513810"
Louisville,2023-07-19,27.5,21.9,24.3,28.8,21.9,24.7,19.9,77.3,0,0,0,,0,0,36.1,23.1,230.5,1016.7,97.7,15.3,85.8,7.4,3,30,2023-07-19T06:34:46,2023-07-19T21:03:42,0.06,Overcast,Cloudy skies throughout the day.,cloudy,"KFTK,KLOU,AU953,KSDF,72423093821,72424013807,72423513810"
Louisville,2023-07-20,29.6,23.6,26.7,34.3,23.6,28.6,21.9,74.9,0.136,100,4.17,rain,0,0,25.9,17.4,219.4,1014.1,67.2,16,152.4,13.2,7,75,2023-07-20T06:35:32,2023-07-20T21:03:02,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"KFTK,KLOU,AU953,KSDF,72423093821,72424013807,72423513810"
Louisville,2023-07-21,27.8,20.3,24.8,28.4,20.3,25,17.9,66.7,0,0,0,,0,0,33.5,18.7,327.9,1013.3,44.4,16,171.8,14.9,8,30,2023-07-21T06:36:19,2023-07-21T21:02:21,0.13,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KFTK,KLOU,AU953,KSDF,72423093821,72424013807,72423513810"
Louisville,2023-07-22,28.9,19.2,24.6,28.8,19.2,24.6,16.5,63,0,0,0,,0,0,14.8,12.8,347.4,1012.8,42,16,259.2,22.2,9,10,2023-07-22T06:37:06,2023-07-22T21:01:38,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KFTK,KLOU,AU953,KSDF,72423093821,72424013807,72423513810"
Louisville,2023-07-23,29.4,18.4,24.5,30,18.4,24.7,17,64.5,0,0,0,,0,0,16.6,13.9,260.2,1014.5,16.4,16,222.6,19.2,8,10,2023-07-23T06:37:54,2023-07-23T21:00:53,0.2,Clear,Clear conditions throughout the day.,clear-day,"KFTK,KLOU,AU953,KSDF,72423093821,72424013807,72423513810"
Louisville,2023-07-24,30.9,21.2,24.8,34.2,21.2,25.7,19.8,74.6,1.132,100,16.67,rain,0,0,64.8,19.2,186.4,1016.8,51.7,15.7,215,18.7,8,60,2023-07-24T06:38:42,2023-07-24T21:00:07,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KFTK,KLOU,AU953,KSDF,72423093821,72424013807,72423513810"
Louisville,2023-07-25,32.5,19.8,26,34.6,19.8,27.3,20.2,72.6,0,0,0,,0,0,14.8,11.2,195.8,1018.2,27.5,15.7,247,21.4,8,60,2023-07-25T06:39:31,2023-07-25T20:59:19,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KFTK,KLOU,AU953,KSDF,72423093821,72424013807,72423513810"
Louisville,2023-07-26,32.5,25,28.6,36.1,25,31.1,22.2,69.4,0,0,0,,0,0,38.9,25.8,194.8,1015.9,51.3,16,219.1,19.1,8,60,2023-07-26T06:40:20,2023-07-26T20:58:30,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KFTK,KLOU,AU953,KSDF,72423093821,72424013807,72423513810"
Louisville,2023-07-27,34.8,26.2,30.1,41.7,26.2,34,22.8,65.4,0,0,0,,0,0,42.5,24.3,220.2,1014.8,52.5,16,203,17.4,8,100,2023-07-27T06:41:10,2023-07-27T20:57:38,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KFTK,KLOU,AU953,KSDF,72423093821,72424013807,72423513810"
Louisville,2023-07-28,35.3,27.3,30.9,42.4,30.1,36,23.8,66.4,0,0,0,,0,0,33.5,22,215.1,1016.2,50.6,16,228.9,19.6,8,75,2023-07-28T06:42:00,2023-07-28T20:56:46,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KFTK,KLOU,AU953,KSDF,72423093821,72424013807,72423513810"
Louisville,2023-07-29,33.3,23.7,29.4,38.2,23.7,32.9,22.5,67.4,0.354,100,8.33,rain,0,0,86.8,26.2,278.9,1015.2,45,16,240.7,20.7,8,60,2023-07-29T06:42:50,2023-07-29T20:55:52,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KFTK,KLOU,AU953,KSDF,72423093821,72424013807,72423513810"
